id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
2405,01-06-2024,Credit Agricole Corporate and Investment Bank,52377,240789.01,158
2406,01-06-2024,DBS Bank India,495207,2687817.96,60147
2407,01-06-2024,DCB Bank,155356,234250.81,19877
2408,01-06-2024,Deutsche Bank AG,2489594,79924583.19,20417
2409,01-06-2024,Dhanlaxmi Bank,121216,121387.07,19496
2410,01-06-2024,Doha Bank QPSC,10545,9503.51,16191
2411,01-06-2024,ESAF Small Finance Bank,106057,34034.09,4131
2412,01-06-2024,Emirates NBD Bank,515,800.99,246
2413,01-06-2024,Equitas Small Finance Bank,89569,132399.22,100054
2414,01-06-2024,Federal Bank,1677832,1588256.47,226046
2415,01-06-2024,Fino Payments Bank,12,3.44,6
2416,01-06-2024,GP Parsik Janata Co-operative Bank,38803,46585.59,5361
2417,01-06-2024,HDFC Bank,62712239,65637436.65,29417238
2418,01-06-2024,HSBC,11344080,42934216.66,176804
2419,01-06-2024,Himachal Pradesh Gramin Bank,79,2.65,199
2420,01-06-2024,ICICI Bank,98094652,446499205.1,4150425
2421,01-06-2024,IDBI Bank,2296611,7471307.29,519131
2422,01-06-2024,IDFC First Bank,3058159,11773403.51,488751
2423,01-06-2024,Indian Bank,2653677,3087868.09,423309
2424,01-06-2024,Indian Overseas Bank,3395145,2662212.68,348422
2425,01-06-2024,IndusInd Bank,3266843,4235400.84,489061
2426,01-06-2024,Industrial and Commercial Bank of China,869,9281.42,35
2427,01-06-2024,Industrial Bank of Korea,1971,25797.06,102
2428,01-06-2024,JP Morgan Chase Bank,404547,14936456.67,709
2429,01-06-2024,Jana Small Finance Bank,19626,25025.74,5580
2430,01-06-2024,Janata Co-operative Bank Pune,72193,73916.96,6839
2431,01-06-2024,Jharkhand Rajya Gramin Bank,524,194.79,58
2432,01-06-2024,KEB Hana Bank,1184,10066.43,223
2433,01-06-2024,Karnataka Bank,436715,552840.5,37292
2434,01-06-2024,Karnataka Grameena Bank,11701,22515.85,731
2435,01-06-2024,Karnataka Vikas Grameena Bank,3154,3271.67,5457
2436,01-06-2024,Kerala Gramin Bank,16531,11024.18,25689
2437,01-06-2024,Kookmin Bank,400,2745.98,97
2438,01-06-2024,Kotak Mahindra Bank,15107725,37727975.63,1961865
2439,01-06-2024,MUFG Bank,168785,2708610.72,538
2440,01-06-2024,Madhyanchal Gramin Bank,1010,799.73,29797
2441,01-06-2024,Maharashtra Gramin Bank,33092,53651.28,3629
2442,01-06-2024,Mahesh Co-operative Bank Pune,7909,10364.05,12066
2443,01-06-2024,Meghalaya Rural Bank,12,1.2,10
2444,01-06-2024,Mizoram Rural Bank,271,193.5,45
2445,01-06-2024,Mizuho Bank,72035,1435107.53,454
2446,01-06-2024,NKGSB Co-operative Bank,31869,29861.42,5500
2447,01-06-2024,NSDL Payments Bank,7734,363842.13,23
2448,01-06-2024,Nainital Bank,9676,14855.64,1581
2449,01-06-2024,New India Co-operative Bank,5925,3554.02,1691
2450,01-06-2024,North East Small Finance Bank,8083,22406.73,341
2451,01-06-2024,Nutan Nagarik Co-operative Bank,32813,97780.29,30633
2452,01-06-2024,Paytm Payments Bank,18,7.35,13
2453,01-06-2024,Prathama UP Gramin Bank,380,46.43,73
2454,01-06-2024,Puduvai Bharathiar Grama Bank,41,1.91,86
2455,01-06-2024,Punjab and Sind Bank,175393,265654.19,24881
2456,01-06-2024,Punjab Gramin Bank,27,1.3,359
2457,01-06-2024,Punjab National Bank,5278421,15085159.41,629292
2458,01-06-2024,RBL Bank,714228,1818061.47,109835
2459,01-06-2024,Rajasthan Marudhara Gramin Bank,3583,8861.32,467
2460,01-06-2024,SBM Bank India,16702,83077.14,2492
2461,01-06-2024,SVC Co-operative Bank,126122,202312.51,36575
2462,01-06-2024,Saptagiri Grameena Bank,41,2.77,35
2463,01-06-2024,Saraswat Co-operative Bank,515998,836347.36,55592
2464,01-06-2024,Sarva Haryana Gramin Bank,94,110.56,34
2465,01-06-2024,Saurashtra Gramin Bank,3163,10203.54,457
2466,01-06-2024,Shinhan Bank,10360,77572.52,3878
2467,01-06-2024,Shivalik Small Finance Bank,61353,27635.4,1181
2468,01-06-2024,Societe Generale,656,71163.36,9
2469,01-06-2024,South Indian Bank,689829,816055.09,67625
2470,01-06-2024,Standard Chartered Bank,2830542,464795.38,211444
2471,01-06-2024,State Bank of India,110014676,217903296.5,39873926
2472,01-06-2024,Sumitomo Mitsui Banking Corporation,39975,509329.96,277
2473,01-06-2024,Suryoday Small Finance Bank,12732,14036.81,7986
2474,01-06-2024,TJSB Co-operative Bank,126292,140886.19,15488
2475,01-06-2024,Tamil Nadu Grama Bank,467,20.85,155
2476,01-06-2024,Tamil Nadu State Co-operative Bank,10661,55724.02,865
2477,01-06-2024,Tamilnad Mercantile Bank,531398,771366.75,43086
2478,01-06-2024,Telangana Grameena Bank,490,366.05,193
2479,01-06-2024,Thane Bharat Co-operative Bank,20920,17957.45,2909
2480,01-06-2024,Ahmedabad District Co-operative Bank,2269,3810.95,118
2481,01-06-2024,Ahmedabad Mercantile Co-operative Bank,10009,17593.08,1213
2482,01-06-2024,Akola Janata Commercial Co-operative Bank,1846,3215.86,562
2483,01-06-2024,Jammu and Kashmir Bank,456128,637622.54,149040
2484,01-06-2024,Kalupur Commercial Co-operative Bank,72733,212865.21,5569
2485,01-06-2024,Kalyan Janata Co-operative Bank,7071,7799.77,703
2486,01-06-2024,Karur Vysya Bank,938547,1751290.19,162424
2487,01-06-2024,Mehsana Urban Co-operative Bank,97991,222212.3,11951
2488,01-06-2024,Surat Peoples Co-operative Bank,15057,52102.42,619
2489,01-06-2024,Tripura Gramin Bank,6,2.53,3
2490,01-06-2024,UCO Bank,384304,576707.87,86597
2491,01-06-2024,Ujjivan Small Finance Bank,84381,238907.56,15396
2492,01-06-2024,Union Bank of India,3201024,6132739.56,417735
2493,01-06-2024,Utkal Grameen Bank,13063,5219.43,2089
2494,01-06-2024,Utkarsh Small Finance Bank,44296,35824.87,8846
2495,01-06-2024,Uttarakhand Gramin Bank,529,1198.16,1819
2496,01-06-2024,Woori Bank,2939,19848.55,461
2497,01-06-2024,Yes Bank,5480972,21348500.43,321015
2498,01-06-2024,Zoroastrian Co-operative Bank,845,400.92,1290
2499,01-07-2024,AU Small Finance Bank,1226011,2491048.25,76403
2500,01-07-2024,Abhyudaya Co-operative Bank,8,7.24,2
2501,01-07-2024,Ahmednagar Merchants Co-operative Bank,23800,41212.78,1584
2502,01-07-2024,Airtel Payments Bank,17321,1362.54,110
2503,01-07-2024,Andhra Pradesh Grameen Vikas Bank,1540,941.92,948
2504,01-07-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12950,24004.86,1259
2505,01-07-2024,Andhra Pragathi Grameena Bank,5291,6689.42,1931
2506,01-07-2024,Arunachal Pradesh Rural Bank,266,285.3,39
2507,01-07-2024,Australia and New Zealand Banking Group,31226,1588735.59,57
2508,01-07-2024,Axis Bank,5415047,5313014.19,1455534
2509,01-07-2024,BNP Paribas,434679,3738403.66,424
2510,01-07-2024,Bandhan Bank,667623,806865.04,91188
2511,01-07-2024,Bangiya Gramin Vikash Bank,289,85.21,41
2512,01-07-2024,"Bank of America, N.A.",871455,8026973.09,538
2513,01-07-2024,Bank of Bahrain and Kuwait B.S.C.,472,126.8,5951
2514,01-07-2024,Bank of Baroda,3770635,7819523.67,546643
2515,01-07-2024,Bank of India,2867813,7577774.64,530885
2516,01-07-2024,Bank of Maharashtra,7171735,2872755.84,182620
2517,01-07-2024,Barclays Bank PLC,113760,646741.16,1830
2518,01-07-2024,Baroda Gujarat Gramin Bank,1658,2255.97,2681
2519,01-07-2024,Baroda Rajasthan Kshetriya Gramin Bank,23506,28270.06,2591
2520,01-07-2024,Bassein Catholic Co-operative Bank,75027,60901.53,23030
2521,01-07-2024,Bharat Co-operative Bank,66957,118312.44,3554
2522,01-07-2024,CSB Bank,92521,43548.67,51886
2523,01-07-2024,CTBC Bank Co.,1563,37002.28,175
2524,01-07-2024,Canara Bank,3722866,7756147.48,518216
2525,01-07-2024,Capital Small Finance Bank,11158,23189.54,765
2526,01-07-2024,Central Bank of India,12003326,2721676.91,243778
2527,01-07-2024,Chaitanya Godavari Grameena Bank,642,732.22,1915
2528,01-07-2024,Chhattisgarh Rajya Gramin Bank,5517,10606.36,1632
2529,01-07-2024,City Union Bank,780252,939469.13,96205
2530,01-07-2024,Cosmos Co-operative Bank,246458,352755.01,20490
2531,01-07-2024,Credit Agricole Corporate and Investment Bank,55728,322610.15,174
2532,01-07-2024,DBS Bank India,513654,3089891.02,66431
2533,01-07-2024,DCB Bank,168187,254129.5,20690
2534,01-07-2024,Deutsche Bank AG,2771390,89945443.28,19587
2535,01-07-2024,Dhanlaxmi Bank,116365,119785.57,21770
2536,01-07-2024,Doha Bank QPSC,11182,10496.9,16218
2537,01-07-2024,ESAF Small Finance Bank,79598,36917.59,4221
2538,01-07-2024,Emirates NBD Bank,472,805.85,236
2539,01-07-2024,Equitas Small Finance Bank,93978,154035.79,93020
2540,01-07-2024,Federal Bank,1776422,1667213.29,229672
2541,01-07-2024,Fino Payments Bank,18,3.79,10
2542,01-07-2024,GP Parsik Janata Co-operative Bank,24696,26435.07,4997
2543,01-07-2024,HDFC Bank,67617695,70497515.88,30721703
2544,01-07-2024,HSBC,13079293,46998806.79,184923
2545,01-07-2024,Himachal Pradesh Gramin Bank,105,4.37,224
2546,01-07-2024,ICICI Bank,116176827,479974126.1,4198685
2547,01-07-2024,IDBI Bank,2560753,8424103.28,545746
2548,01-07-2024,IDFC First Bank,3304178,11658824.54,503713
2549,01-07-2024,Indian Bank,2862217,3291419.33,439876
2550,01-07-2024,Indian Overseas Bank,3815704,2925840.06,356284
2551,01-07-2024,IndusInd Bank,3570590,4697300.53,512305
2552,01-07-2024,Industrial and Commercial Bank of China,981,11669.3,32
2553,01-07-2024,Industrial Bank of Korea,1039,13172.83,109
2554,01-07-2024,JP Morgan Chase Bank,411690,12982830.9,735
2555,01-07-2024,Jana Small Finance Bank,20236,24702.2,6553
2556,01-07-2024,Janata Co-operative Bank Pune,75261,78711.25,6995
2557,01-07-2024,Jharkhand Rajya Gramin Bank,769,245.14,89
2558,01-07-2024,KEB Hana Bank,1292,10931.34,225
2559,01-07-2024,Karnataka Bank,473041,561178.36,37001
2560,01-07-2024,Karnataka Grameena Bank,12188,22028.67,2159
2561,01-07-2024,Karnataka Vikas Grameena Bank,2849,2579.28,5616
2562,01-07-2024,Kerala Gramin Bank,17683,11125.22,2427
2563,01-07-2024,Kookmin Bank,367,2289.48,98
2564,01-07-2024,Kotak Mahindra Bank,16130499,40538287.47,2118557
2565,01-07-2024,MUFG Bank,144559,2834771.06,545
2566,01-07-2024,Madhyanchal Gramin Bank,1139,907.8,30341
2567,01-07-2024,Maharashtra Gramin Bank,28303,38671.42,3689
2568,01-07-2024,Mahesh Co-operative Bank Pune,8508,11401.45,12468
2569,01-07-2024,Meghalaya Rural Bank,43,5.08,35
2570,01-07-2024,Mizoram Rural Bank,262,145.67,33
2571,01-07-2024,Mizuho Bank,83347,1569076.29,452
2572,01-07-2024,NKGSB Co-operative Bank,34240,33119.5,5723
2573,01-07-2024,NSDL Payments Bank,6101,456776.58,25
2574,01-07-2024,Nainital Bank,1306,1381.68,1343
2575,01-07-2024,New India Co-operative Bank,6086,5021.18,2568
2576,01-07-2024,North East Small Finance Bank,5600,26721.53,299
2577,01-07-2024,Nutan Nagarik Co-operative Bank,34612,109757.64,30756
2578,01-07-2024,Paytm Payments Bank,4,0.04,11
2579,01-07-2024,Prathama UP Gramin Bank,528,94.11,105
2580,01-07-2024,Puduvai Bharathiar Grama Bank,41,2,90
2581,01-07-2024,Punjab and Sind Bank,254476,328194.5,26542
2582,01-07-2024,Punjab Gramin Bank,53,5.56,44
2583,01-07-2024,Punjab National Bank,5725385,16271132.39,666855
2584,01-07-2024,RBL Bank,763847,1971342.14,115624
2585,01-07-2024,Rajasthan Marudhara Gramin Bank,3650,6654.3,974
2586,01-07-2024,SBM Bank India,23443,73164.74,2517
2587,01-07-2024,SVC Co-operative Bank,133967,237942.63,39539
2588,01-07-2024,Saptagiri Grameena Bank,233,16.6,47
2589,01-07-2024,Saraswat Co-operative Bank,576650,888601.4,62643
2590,01-07-2024,Sarva Haryana Gramin Bank,161,132.44,66
2591,01-07-2024,Saurashtra Gramin Bank,3043,9632.86,417
2592,01-07-2024,Shinhan Bank,10454,82017.94,3857
2593,01-07-2024,Shivalik Small Finance Bank,42908,23777.37,1153
2594,01-07-2024,Societe Generale,579,7333.31,10
2595,01-07-2024,South Indian Bank,688743,829526.83,68889
2596,01-07-2024,Standard Chartered Bank,3058147,511967.33,213933
2597,01-07-2024,State Bank of India,131229383,204271922.7,40926287
2598,01-07-2024,Sumitomo Mitsui Banking Corporation,45791,508753.24,279
2599,01-07-2024,Suryoday Small Finance Bank,13934,15980.44,9558
2600,01-07-2024,TJSB Co-operative Bank,134848,155085.15,15747
2601,01-07-2024,Tamil Nadu Grama Bank,836,43.49,156
2602,01-07-2024,Tamil Nadu State Co-operative Bank,10028,53310.96,874
2603,01-07-2024,Tamilnad Mercantile Bank,575113,809808.84,44205
2604,01-07-2024,Telangana Grameena Bank,581,440.93,229
2605,01-07-2024,Thane Bharat Co-operative Bank,21590,18834.97,3164
2606,01-07-2024,Ahmedabad District Co-operative Bank,2040,3307.83,108
2607,01-07-2024,Ahmedabad Mercantile Co-operative Bank,10090,18935.64,1186
2608,01-07-2024,Akola Janata Commercial Co-operative Bank,1809,3035.3,549
2609,01-07-2024,Jammu and Kashmir Bank,503856,709591.14,150412
2610,01-07-2024,Kalupur Commercial Co-operative Bank,79636,224587.32,5695
2611,01-07-2024,Kalyan Janata Co-operative Bank,6931,8093.09,779
2612,01-07-2024,Karur Vysya Bank,1036939,1880019.74,168619
2613,01-07-2024,Mehsana Urban Co-operative Bank,101196,226369.33,11896
2614,01-07-2024,Surat Peoples Co-operative Bank,16247,59445.33,654
2615,01-07-2024,Tripura Gramin Bank,17,7.19,9
2616,01-07-2024,UCO Bank,378509,631085.21,93157
2617,01-07-2024,Ujjivan Small Finance Bank,83001,248166.31,16005
2618,01-07-2024,Union Bank of India,3532533,6665027.34,435483
2619,01-07-2024,Utkal Grameen Bank,14958,5669.63,2625
2620,01-07-2024,Utkarsh Small Finance Bank,47688,39726.63,9012
2621,01-07-2024,Uttarakhand Gramin Bank,520,1209.26,69
2622,01-07-2024,Woori Bank,3373,34277.6,459
2623,01-07-2024,Yes Bank,5671692,21538379.11,325807
2624,01-07-2024,Zoroastrian Co-operative Bank,1050,561.18,1325
2625,01-08-2024,AU Small Finance Bank,1008606,2462580.91,77022
2626,01-08-2024,Abhyudaya Co-operative Bank,12,8.38,3
2627,01-08-2024,Ahmednagar Merchants Co-operative Bank,23758,41774.07,1604
2628,01-08-2024,Airtel Payments Bank,16595,1256.1,101
2629,01-08-2024,Andhra Pradesh Grameen Vikas Bank,2534,2540.39,1118
2630,01-08-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12339,24000.91,1615
2631,01-08-2024,Andhra Pragathi Grameena Bank,5154,6695.07,1843
2632,01-08-2024,Arunachal Pradesh Rural Bank,226,413.18,40
2633,01-08-2024,Australia and New Zealand Banking Group,30179,1416661.71,54
2634,01-08-2024,Axis Bank,4772816,4904197.72,1545887
2635,01-08-2024,BNP Paribas,454828,3480347.01,427
2636,01-08-2024,Bandhan Bank,734048,789157.93,97670
2637,01-08-2024,Bangiya Gramin Vikash Bank,315,88.6,42
2638,01-08-2024,"Bank of America, N.A.",890389,7941899.89,543
2639,01-08-2024,Bank of Bahrain and Kuwait B.S.C.,570,146.47,6221
2640,01-08-2024,Bank of Baroda,3737261,7517626.17,549708
2641,01-08-2024,Bank of India,2681107,7969952.58,531008
2642,01-08-2024,Bank of Maharashtra,1212812,2070600.31,177336
2643,01-08-2024,Barclays Bank PLC,112399,611374.41,1829
2644,01-08-2024,Baroda Gujarat Gramin Bank,1999,3737.46,2787
2645,01-08-2024,Baroda Rajasthan Kshetriya Gramin Bank,21314,28209.03,2234
2646,01-08-2024,Bassein Catholic Co-operative Bank,78722,63977.69,24057
2647,01-08-2024,Bharat Co-operative Bank,75866,123073.75,3535
2648,01-08-2024,CSB Bank,94424,44473.35,52499
2649,01-08-2024,CTBC Bank Co.,1515,21850.34,156
2650,01-08-2024,Canara Bank,3740626,7425834.23,527946
2651,01-08-2024,Capital Small Finance Bank,11254,24543.73,767
2652,01-08-2024,Central Bank of India,11524900,2757790.6,249488
2653,01-08-2024,Chaitanya Godavari Grameena Bank,706,622.29,1735
2654,01-08-2024,Chhattisgarh Rajya Gramin Bank,5317,9219.01,1551
2655,01-08-2024,City Union Bank,774055,954204.84,96180
2656,01-08-2024,Cosmos Co-operative Bank,236655,343521.92,20118
2657,01-08-2024,Credit Agricole Corporate and Investment Bank,52965,246236.86,164
2658,01-08-2024,DBS Bank India,520380,3493740.65,68516
2659,01-08-2024,DCB Bank,166958,247709.09,21085
2660,01-08-2024,Deutsche Bank AG,2729986,87501958.04,20803
2661,01-08-2024,Dhanlaxmi Bank,110628,119044.52,22392
2662,01-08-2024,Doha Bank QPSC,10803,10130.83,16250
2663,01-08-2024,ESAF Small Finance Bank,117234,39097.69,4061
2664,01-08-2024,Emirates NBD Bank,531,1356.79,263
2665,01-08-2024,Equitas Small Finance Bank,93601,150846.68,86438
2666,01-08-2024,Federal Bank,1690910,1673789.82,229897
2667,01-08-2024,Fino Payments Bank,165,13.3,124
2668,01-08-2024,GP Parsik Janata Co-operative Bank,28936,33925.5,2780
2669,01-08-2024,HDFC Bank,64993135,66517870.97,30119131
2670,01-08-2024,HSBC,11036630,45463363.48,194986
2671,01-08-2024,Himachal Pradesh Gramin Bank,154,15.81,241
2672,01-08-2024,ICICI Bank,111240895,459381510.6,4243855
2673,01-08-2024,IDBI Bank,2373824,8325492.09,540544
2674,01-08-2024,IDFC First Bank,3197005,11084060.9,514587
2675,01-08-2024,Indian Bank,2756289,3151807.38,440289
2676,01-08-2024,Indian Overseas Bank,3823167,2862124.34,359243
2677,01-08-2024,IndusInd Bank,3612471,4265339.34,512692
2678,01-08-2024,Industrial and Commercial Bank of China,928,9976.76,34
2679,01-08-2024,Industrial Bank of Korea,1106,15708.37,85
2680,01-08-2024,JP Morgan Chase Bank,416712,11745479.51,748
2681,01-08-2024,Jana Small Finance Bank,16545,26120.82,6814
2682,01-08-2024,Janata Co-operative Bank Pune,75449,73071.75,6950
2683,01-08-2024,Jharkhand Rajya Gramin Bank,467,166.89,117
2684,01-08-2024,KEB Hana Bank,1264,7798.42,235
2685,01-08-2024,Karnataka Bank,500096,576211.28,35000
2686,01-08-2024,Karnataka Grameena Bank,12178,21592.94,1906
2687,01-08-2024,Karnataka Vikas Grameena Bank,3121,2681.1,5749
2688,01-08-2024,Kerala Gramin Bank,18864,11365.58,3216
2689,01-08-2024,Kookmin Bank,391,2324.14,100
2690,01-08-2024,Kotak Mahindra Bank,13769833,40326685.87,2139146
2691,01-08-2024,MUFG Bank,145225,2346045.65,549
2692,01-08-2024,Madhyanchal Gramin Bank,1050,762.81,30842
2693,01-08-2024,Maharashtra Gramin Bank,30573,42513.41,3354
2694,01-08-2024,Mahesh Co-operative Bank Pune,8504,11116.83,12889
2695,01-08-2024,Meghalaya Rural Bank,40,9,43
2696,01-08-2024,Mizoram Rural Bank,326,135.5,37
2697,01-08-2024,Mizuho Bank,77727,1468020.37,396
2698,01-08-2024,NKGSB Co-operative Bank,34270,33708.81,5813
2699,01-08-2024,NSDL Payments Bank,8946,460794.21,24
2700,01-08-2024,Nainital Bank,1388,1214.93,423
2701,01-08-2024,New India Co-operative Bank,5780,4851.91,2220
2702,01-08-2024,North East Small Finance Bank,680,337.5,296
2703,01-08-2024,Nutan Nagarik Co-operative Bank,39789,130069.69,30914
2704,01-08-2024,Paytm Payments Bank,4,0.1,8
2705,01-08-2024,Prathama UP Gramin Bank,638,28.75,1126
2706,01-08-2024,Puduvai Bharathiar Grama Bank,44,1.87,87
2707,01-08-2024,Punjab and Sind Bank,302852,345405.92,27737
2708,01-08-2024,Punjab Gramin Bank,63,8.15,59
2709,01-08-2024,Punjab National Bank,5454584,16670790.15,640585
2710,01-08-2024,RBL Bank,671433,1760331.16,117419
2711,01-08-2024,Rajasthan Marudhara Gramin Bank,3300,6396.01,1049
2712,01-08-2024,SBM Bank India,16313,60105.21,2513
2713,01-08-2024,SVC Co-operative Bank,131817,238471.39,39120
2714,01-08-2024,Saptagiri Grameena Bank,226,20.26,60
2715,01-08-2024,Saraswat Co-operative Bank,582357,942954.7,62951
2716,01-08-2024,Sarva Haryana Gramin Bank,197,110.48,159
2717,01-08-2024,Saurashtra Gramin Bank,3097,9497.81,411
2718,01-08-2024,Shinhan Bank,10291,72930.51,3899
2719,01-08-2024,Shivalik Small Finance Bank,30614,21450.14,1159
2720,01-08-2024,Societe Generale,774,1211.57,9
2721,01-08-2024,South Indian Bank,642869,866724.18,67857
2722,01-08-2024,Standard Chartered Bank,2958779,465467.95,211433
2723,01-08-2024,State Bank of India,118193302,197601313.5,41273760
2724,01-08-2024,Sumitomo Mitsui Banking Corporation,45061,582253.92,295
2725,01-08-2024,Suryoday Small Finance Bank,12784,14718.09,9214
2726,01-08-2024,TJSB Co-operative Bank,132476,154280.14,15697
2727,01-08-2024,Tamil Nadu Grama Bank,666,39.3,227
2728,01-08-2024,Tamil Nadu State Co-operative Bank,10480,57012.25,796
2729,01-08-2024,Tamilnad Mercantile Bank,566733,798927.12,44737
2730,01-08-2024,Telangana Grameena Bank,465,368.34,234
2731,01-08-2024,Thane Bharat Co-operative Bank,21874,18069.61,2852
2732,01-08-2024,Ahmedabad District Co-operative Bank,2273,3693.69,99
2733,01-08-2024,Ahmedabad Mercantile Co-operative Bank,9848,17900.36,1149
2734,01-08-2024,Akola Janata Commercial Co-operative Bank,1924,3198.69,593
2735,01-08-2024,Jammu and Kashmir Bank,490202,674189.85,139790
2736,01-08-2024,Kalupur Commercial Co-operative Bank,76521,219029.92,5796
2737,01-08-2024,Kalyan Janata Co-operative Bank,6648,8006.03,679
2738,01-08-2024,Karur Vysya Bank,1016908,1966370.61,170380
2739,01-08-2024,Mehsana Urban Co-operative Bank,99830,221638.26,12694
2740,01-08-2024,Surat Peoples Co-operative Bank,16889,63396.99,703
2741,01-08-2024,Tripura Gramin Bank,40,0.03,11
2742,01-08-2024,UCO Bank,337639,564626.62,95335
2743,01-08-2024,Ujjivan Small Finance Bank,86828,249203.07,16237
2744,01-08-2024,Union Bank of India,3428428,6649841.67,439087
2745,01-08-2024,Utkal Grameen Bank,16125,5484.43,3130
2746,01-08-2024,Utkarsh Small Finance Bank,47617,37836.87,9683
2747,01-08-2024,Uttarakhand Gramin Bank,723,586.72,109
2748,01-08-2024,Woori Bank,3065,19512.69,448
2749,01-08-2024,Yes Bank,6578592,20411121.5,331124
2750,01-08-2024,Zoroastrian Co-operative Bank,955,571.35,1344
2751,01-09-2024,AU Small Finance Bank,1017296,2571873.09,76587
2752,01-09-2024,Abhyudaya Co-operative Bank,2,0.35,3
2753,01-09-2024,Ahmednagar Merchants Co-operative Bank,24346,41607.53,1624
2754,01-09-2024,Airtel Payments Bank,0,0,65
2755,01-09-2024,Andhra Pradesh Grameen Vikas Bank,2437,2685.75,1193
2756,01-09-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,11383,21892.21,1414
2757,01-09-2024,Andhra Pragathi Grameena Bank,5272,6677.94,1782
2758,01-09-2024,Arunachal Pradesh Rural Bank,161,413.68,35
2759,01-09-2024,Australia and New Zealand Banking Group,30334,1283162.9,57
2760,01-09-2024,Axis Bank,4667624,5052593.47,1486577
2761,01-09-2024,BNP Paribas,414999,4339423.77,435
2762,01-09-2024,Bandhan Bank,710078,741034.33,94002
2763,01-09-2024,Bangiya Gramin Vikash Bank,319,82.06,45
2764,01-09-2024,"Bank of America, N.A.",869106,10047387.22,541
2765,01-09-2024,Bank of Bahrain and Kuwait B.S.C.,491,118.72,6251
2766,01-09-2024,Bank of Baroda,3763307,7837746.34,528106
2767,01-09-2024,Bank of India,2589292,7851052.74,479476
2768,01-09-2024,Bank of Maharashtra,1162515,2129174.82,170618
2769,01-09-2024,Barclays Bank PLC,111945,858278.84,1837
2770,01-09-2024,Baroda Gujarat Gramin Bank,2473,5345.18,2861.235
2771,01-09-2024,Baroda Rajasthan Kshetriya Gramin Bank,20251,27865.42,2328
2772,01-09-2024,Bassein Catholic Co-operative Bank,72237,59307.36,23469
2773,01-09-2024,Bhagini Nivedita Co-operative Bank,18,5.34,212
2774,01-09-2024,Bharat Co-operative Bank,68769,124860.78,3541
2775,01-09-2024,CSB Bank,92032,43733.13,52380
2776,01-09-2024,CTBC Bank Co.,1503,46617.65,164
2777,01-09-2024,Canara Bank,3527078,7858833.02,507920
2778,01-09-2024,Capital Small Finance Bank,11457,24853.71,776
2779,01-09-2024,Central Bank of India,11498595,2765762.6,247933
2780,01-09-2024,Chaitanya Godavari Grameena Bank,693,546.7,1725
2781,01-09-2024,Chhattisgarh Rajya Gramin Bank,5004,9223.39,1435
2782,01-09-2024,City Union Bank,746415,936887.22,92384
2783,01-09-2024,Cosmos Co-operative Bank,203124,270277.52,19203
2784,01-09-2024,Credit Agricole Corporate and Investment Bank,53066,240095.25,167
2785,01-09-2024,DBS Bank India,451752,3704640.96,59286
2786,01-09-2024,DCB Bank,163977,254029.88,20592
2787,01-09-2024,Deutsche Bank AG,2594967,95386502.63,19728
2788,01-09-2024,Dhanlaxmi Bank,116700,118108.15,21477
2789,01-09-2024,Doha Bank QPSC,9467,8603.53,16268
2790,01-09-2024,ESAF Small Finance Bank,77864,38325.88,3938
2791,01-09-2024,Emirates NBD Bank,408,856.51,234
2792,01-09-2024,Equitas Small Finance Bank,101059,153215.07,79633
2793,01-09-2024,Federal Bank,1620576,1810880.56,222616
2794,01-09-2024,Fino Payments Bank,0,0,93
2795,01-09-2024,GP Parsik Janata Co-operative Bank,34060,36206.72,3438
2796,01-09-2024,HDFC Bank,63849935,68053387.98,30316081
2797,01-09-2024,HSBC,10513309,52137889.82,201536
2798,01-09-2024,Himachal Pradesh Gramin Bank,171,20.77,268
2799,01-09-2024,ICICI Bank,105777853,471537038.7,4030273
2800,01-09-2024,IDBI Bank,2343329,8811694.47,509751
2801,01-09-2024,IDFC First Bank,3111098,11252036.24,517764
2802,01-09-2024,Indian Bank,2807091,3146509.1,406359
2803,01-09-2024,Indian Overseas Bank,4267057,2937875.76,350859
2804,01-09-2024,IndusInd Bank,3633505,3646202.43,468268
2805,01-09-2024,Industrial and Commercial Bank of China,860,11993.5,34
2806,01-09-2024,Industrial Bank of Korea,1108,16362.26,82
2807,01-09-2024,JP Morgan Chase Bank,406330,17085898.16,763
2808,01-09-2024,Jana Small Finance Bank,14083,21000.5,6097
2809,01-09-2024,Janata Co-operative Bank Pune,72497,74459.77,6875
2810,01-09-2024,Jharkhand Rajya Gramin Bank,1399,233.24,302
2811,01-09-2024,KEB Hana Bank,1253,21643.67,241
2812,01-09-2024,Karnataka Bank,518852,571569.08,33501
2813,01-09-2024,Karnataka Grameena Bank,11226,20431.03,1826
2814,01-09-2024,Karnataka Vikas Grameena Bank,3039,2571.19,5865
2815,01-09-2024,Kerala Gramin Bank,18047,10937.25,3245
2816,01-09-2024,Kookmin Bank,411,3129.37,228
2817,01-09-2024,Kotak Mahindra Bank,13602331,40910077.2,1986335
2818,01-09-2024,MUFG Bank,133262,2474638.71,542
2819,01-09-2024,Madhyanchal Gramin Bank,1433,920.68,30396
2820,01-09-2024,Maharashtra Gramin Bank,28631,40357.3,3641
2821,01-09-2024,Mahesh Co-operative Bank Pune,8587,11115.09,13216
