id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
2822,01-09-2024,Meghalaya Rural Bank,49,1.83,31
2823,01-09-2024,Mizoram Rural Bank,500,284.7,50
2824,01-09-2024,Mizuho Bank,72649,1483102.98,459
2825,01-09-2024,NKGSB Co-operative Bank,32307,32557.3,5537
2826,01-09-2024,NSDL Payments Bank,7234,427891.98,22
2827,01-09-2024,Nainital Bank,1247,1176.45,271
2828,01-09-2024,New India Co-operative Bank,5545,4295.21,1967
2829,01-09-2024,North East Small Finance Bank,665,390.08,302
2830,01-09-2024,Nutan Nagarik Co-operative Bank,42119,144838.86,31160
2831,01-09-2024,Paytm Payments Bank,2,0.05,5
2832,01-09-2024,Prathama UP Gramin Bank,666,56.68,1755
2833,01-09-2024,Puduvai Bharathiar Grama Bank,41,1.72,81
2834,01-09-2024,Punjab and Sind Bank,278393,360481.55,27690
2835,01-09-2024,Punjab Gramin Bank,820,7.34,575
2836,01-09-2024,Punjab National Bank,5492615,17402380.84,639198
2837,01-09-2024,RBL Bank,779032,1744707.24,109418
2838,01-09-2024,Rajasthan Marudhara Gramin Bank,3731,7207.84,730
2839,01-09-2024,SBM Bank India,16404,66028.56,1938
2840,01-09-2024,SVC Co-operative Bank,127324,232627.98,35866
2841,01-09-2024,Saptagiri Grameena Bank,166,24.43,110
2842,01-09-2024,Saraswat Co-operative Bank,545250,866063.65,58021
2843,01-09-2024,Sarva Haryana Gramin Bank,406,214.94,162
2844,01-09-2024,Saurashtra Gramin Bank,3134,9316.17,402
2845,01-09-2024,Shinhan Bank,10056,69758.24,3842
2846,01-09-2024,Shivalik Small Finance Bank,27543,20413.33,1250
2847,01-09-2024,Societe Generale,490,2111.3,10
2848,01-09-2024,South Indian Bank,587682,768078.45,63311
2849,01-09-2024,Standard Chartered Bank,2774622,465658.62,207939
2850,01-09-2024,State Bank of India,120013863,227622264.5,40962974
2851,01-09-2024,Sumitomo Mitsui Banking Corporation,39913,588572.58,298
2852,01-09-2024,Suryoday Small Finance Bank,15970,15913.73,8733
2853,01-09-2024,TJSB Co-operative Bank,128421,150348.37,15535
2854,01-09-2024,Tamil Nadu Grama Bank,537,30.42,212
2855,01-09-2024,Tamil Nadu State Co-operative Bank,9745,53754.41,784
2856,01-09-2024,Tamilnad Mercantile Bank,551062,810253.86,44352
2857,01-09-2024,Telangana Grameena Bank,478,311.65,216
2858,01-09-2024,Thane Bharat Co-operative Bank,20383,18104.21,2814
2859,01-09-2024,Ahmedabad District Co-operative Bank,2413,3706.4,92
2860,01-09-2024,Ahmedabad Mercantile Co-operative Bank,10077,18539.21,1158
2861,01-09-2024,Akola Janata Commercial Co-operative Bank,1944,3185.18,504
2862,01-09-2024,Jammu and Kashmir Bank,468545,670321.4,132264
2863,01-09-2024,Kalupur Commercial Co-operative Bank,78519,233903.13,5809
2864,01-09-2024,Kalyan Janata Co-operative Bank,6404,8073.68,655
2865,01-09-2024,Karur Vysya Bank,972463,1877580.05,163736
2866,01-09-2024,Mehsana Urban Co-operative Bank,100991,216564.18,13260
2867,01-09-2024,Surat Peoples Co-operative Bank,17027,61858.22,795
2868,01-09-2024,Tripura Gramin Bank,69,1.52,40
2869,01-09-2024,UCO Bank,362204,661831.16,90981
2870,01-09-2024,Ujjivan Small Finance Bank,77683,214521.01,15684
2871,01-09-2024,Union Bank of India,3480475,6708199.89,424823
2872,01-09-2024,Utkal Grameen Bank,15120,7280.21,3169
2873,01-09-2024,Utkarsh Small Finance Bank,44354,38604.7,10092
2874,01-09-2024,Uttarakhand Gramin Bank,772,831.96,121
2875,01-09-2024,Woori Bank,2978,24176.34,437
2876,01-09-2024,Yes Bank,5913219,21536658.72,319239
2877,01-09-2024,Zoroastrian Co-operative Bank,992,631.97,1358
2878,01-10-2024,AU Small Finance Bank,1223583,2740069.39,73677
2879,01-10-2024,Abhyudaya Co-operative Bank,2,0.24,2
2880,01-10-2024,Ahmednagar Merchants Co-operative Bank,30336,51105.65,1646
2881,01-10-2024,Airtel Payments Bank,280,0.24,482
2882,01-10-2024,Andhra Pradesh Grameen Vikas Bank,2884,2733.17,1315
2883,01-10-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12461,23609.41,1281
2884,01-10-2024,Andhra Pragathi Grameena Bank,5791,7540.66,1841
2885,01-10-2024,Arunachal Pradesh Rural Bank,153,267.31,27
2886,01-10-2024,Australia and New Zealand Banking Group,32952,1406054.27,60
2887,01-10-2024,Axis Bank,4788100,5124617.18,1457290
2888,01-10-2024,BNP Paribas,495263,6258003.55,427
2889,01-10-2024,Bandhan Bank,789993,803473.81,95464
2890,01-10-2024,Bangiya Gramin Vikash Bank,669,170.22,151
2891,01-10-2024,"Bank of America, N.A.",913987,9458252.63,546
2892,01-10-2024,Bank of Bahrain and Kuwait B.S.C.,496,130.15,254
2893,01-10-2024,Bank of Baroda,4240427,9021254.2,528278
2894,01-10-2024,Bank of India,2989787,8262299.11,481828
2895,01-10-2024,Bank of Maharashtra,1384711,2472327.74,171716
2896,01-10-2024,Barclays Bank PLC,132430,668928.27,1856
2897,01-10-2024,Baroda Gujarat Gramin Bank,3311,6817.28,3016
2898,01-10-2024,Baroda Rajasthan Kshetriya Gramin Bank,26425,37913.59,2451
2899,01-10-2024,Bassein Catholic Co-operative Bank,85837,72338.73,21450
2900,01-10-2024,Bhagini Nivedita Co-operative Bank,7,0.44,253
2901,01-10-2024,Bharat Co-operative Bank,72051,139729.1,3632
2902,01-10-2024,CSB Bank,99758,45035.57,52404
2903,01-10-2024,CTBC Bank Co.,1768,72806.48,159
2904,01-10-2024,Canara Bank,4233259,7621022.17,503599
2905,01-10-2024,Capital Small Finance Bank,12167,29522.05,762
2906,01-10-2024,Central Bank of India,11980853,2911398.26,243934
2907,01-10-2024,Chaitanya Godavari Grameena Bank,776,767.33,1469
2908,01-10-2024,Chhattisgarh Rajya Gramin Bank,5744,10561.05,1554
2909,01-10-2024,City Union Bank,817655,1016701.74,92428
2910,01-10-2024,Cosmos Co-operative Bank,258273,386635.4,19963
2911,01-10-2024,Credit Agricole Corporate and Investment Bank,66543,266135.36,171
2912,01-10-2024,DBS Bank India,567147,3932864.71,42568
2913,01-10-2024,DCB Bank,178589,279401.42,20615
2914,01-10-2024,Deutsche Bank AG,2808086,97807380.28,19657
2915,01-10-2024,Dhanlaxmi Bank,122420,124138.27,20893
2916,01-10-2024,Doha Bank QPSC,10437,9447.38,16302
2917,01-10-2024,ESAF Small Finance Bank,76429,37828.35,3871
2918,01-10-2024,Emirates NBD Bank,472,949.53,220
2919,01-10-2024,Equitas Small Finance Bank,92989,149665.38,70587
2920,01-10-2024,Federal Bank,1759615,1877366.08,222065
2921,01-10-2024,Fino Payments Bank,0,0,0
2922,01-10-2024,GP Parsik Janata Co-operative Bank,53541,45013.9,3191
2923,01-10-2024,HDFC Bank,69782223,73168530.44,30872682
2924,01-10-2024,HSBC,12478045,57514273.12,203782
2925,01-10-2024,Himachal Pradesh Gramin Bank,309,20.35,301
2926,01-10-2024,ICICI Bank,113202531,465658815.3,3983802
2927,01-10-2024,IDBI Bank,2578711,8911590.49,511228
2928,01-10-2024,IDFC First Bank,3825030,11639434.83,530771
2929,01-10-2024,Indian Bank,3048315,3516215.75,401521
2930,01-10-2024,Indian Overseas Bank,5582971,3243244.11,350512
2931,01-10-2024,IndusInd Bank,4052126,5016567.66,412441
2932,01-10-2024,Industrial and Commercial Bank of China,1098,7399.29,33
2933,01-10-2024,Industrial Bank of Korea,1149,15509.18,83
2934,01-10-2024,JP Morgan Chase Bank,462372,13298614.58,773
2935,01-10-2024,Jana Small Finance Bank,17055,24225.31,6316
2936,01-10-2024,Janata Co-operative Bank Pune,91429,95437.35,7098
2937,01-10-2024,Jharkhand Rajya Gramin Bank,1698,317.33,312
2938,01-10-2024,KEB Hana Bank,1282,16011.77,230
2939,01-10-2024,Karnataka Bank,584596,598179.79,31692
2940,01-10-2024,Karnataka Grameena Bank,12354,22002.17,1472
2941,01-10-2024,Karnataka Vikas Grameena Bank,3135,2608.39,5992
2942,01-10-2024,Kerala Gramin Bank,20236,13246.54,3250
2943,01-10-2024,Kookmin Bank,401,2293.34,94
2944,01-10-2024,Kotak Mahindra Bank,16329270,48057406.18,1949326
2945,01-10-2024,MUFG Bank,192066,2427279.5,542
2946,01-10-2024,Madhyanchal Gramin Bank,1768,1433.27,31100
2947,01-10-2024,Maharashtra Gramin Bank,35269,51021.3,3711
2948,01-10-2024,Mahesh Co-operative Bank Pune,10533,12784.96,13593
2949,01-10-2024,Meghalaya Rural Bank,70,12.06,32
2950,01-10-2024,Mizoram Rural Bank,380,250.3,55
2951,01-10-2024,Mizuho Bank,99197,1906487.25,417
2952,01-10-2024,NKGSB Co-operative Bank,39575,36124.46,5584
2953,01-10-2024,NSDL Payments Bank,8553,543469.12,24
2954,01-10-2024,Nainital Bank,1377,1121.24,343
2955,01-10-2024,New India Co-operative Bank,6415,5380.71,1911
2956,01-10-2024,North East Small Finance Bank,834,632.49,456
2957,01-10-2024,Nutan Nagarik Co-operative Bank,39167,134022.17,31351
2958,01-10-2024,Paytm Payments Bank,3,0.04,5
2959,01-10-2024,Prathama UP Gramin Bank,654,67.98,1572
2960,01-10-2024,Puduvai Bharathiar Grama Bank,53,2.03,87
2961,01-10-2024,Punjab and Sind Bank,372087,382171.73,28157
2962,01-10-2024,Punjab Gramin Bank,1401,17.36,998
2963,01-10-2024,Punjab National Bank,6026039,18914927.31,643829
2964,01-10-2024,RBL Bank,688483,1813241.1,107701
2965,01-10-2024,Rajasthan Marudhara Gramin Bank,4871,10196.97,817
2966,01-10-2024,SBM Bank India,21086,65070.66,1772
2967,01-10-2024,SVC Co-operative Bank,160846,276232.21,35540
2968,01-10-2024,Saptagiri Grameena Bank,233,26.42,25
2969,01-10-2024,Saraswat Co-operative Bank,679535,1022583.14,57745
2970,01-10-2024,Sarva Haryana Gramin Bank,249,201.03,174
2971,01-10-2024,Saurashtra Gramin Bank,3514,10527.51,423
2972,01-10-2024,Shinhan Bank,12246,72292.67,3760
2973,01-10-2024,Shivalik Small Finance Bank,18617,23584.13,1296
2974,01-10-2024,Societe Generale,693,9561.69,8
2975,01-10-2024,South Indian Bank,620850,793837.75,60324
2976,01-10-2024,Standard Chartered Bank,2946382,503943.7,198375
2977,01-10-2024,State Bank of India,126828507,207667962.3,41714401
2978,01-10-2024,Sumitomo Mitsui Banking Corporation,56951,577800.41,298
2979,01-10-2024,Suryoday Small Finance Bank,13947,15364.7,9281
2980,01-10-2024,TJSB Co-operative Bank,157591,180571.23,15702
2981,01-10-2024,Tamil Nadu Grama Bank,528,37.29,97
2982,01-10-2024,Tamil Nadu State Co-operative Bank,10036,57868.06,833
2983,01-10-2024,Tamilnad Mercantile Bank,589133,859329.41,44208
2984,01-10-2024,Telangana Grameena Bank,311,175.29,215
2985,01-10-2024,Thane Bharat Co-operative Bank,24668,21537.88,2849
2986,01-10-2024,Ahmedabad District Co-operative Bank,3429,4666.9,88
2987,01-10-2024,Ahmedabad Mercantile Co-operative Bank,14671,25794.24,1257
2988,01-10-2024,Akola Janata Commercial Co-operative Bank,2147,4169.44,694
2989,01-10-2024,Jammu and Kashmir Bank,532182,788150.5,129242
2990,01-10-2024,Kalupur Commercial Co-operative Bank,100990,265815.02,5919
2991,01-10-2024,Kalyan Janata Co-operative Bank,7827,10212.49,699
2992,01-10-2024,Karur Vysya Bank,1063262,2027492.99,162656
2993,01-10-2024,Mehsana Urban Co-operative Bank,126078,286827.89,13435
2994,01-10-2024,Surat Peoples Co-operative Bank,21730,71439.41,849
2995,01-10-2024,Tripura Gramin Bank,116,5.38,80
2996,01-10-2024,UCO Bank,417318,711858.27,90247
2997,01-10-2024,Ujjivan Small Finance Bank,86246,247545.88,15500
2998,01-10-2024,Union Bank of India,3609487,7094454.51,424872
2999,01-10-2024,Utkal Grameen Bank,17068,5956.54,3310
3000,01-10-2024,Utkarsh Small Finance Bank,48973,38806.86,9549
3001,01-10-2024,Uttarakhand Gramin Bank,871,1008.68,162
3002,01-10-2024,Woori Bank,3343,23900.82,412
3003,01-10-2024,Yes Bank,7803460,24097695.7,314094
3004,01-10-2024,Zoroastrian Co-operative Bank,1149,610.37,1379
3005,01-11-2024,AU Small Finance Bank,943347,2069844.88,70595
3006,01-11-2024,Abhyudaya Co-operative Bank,10,7.5,1
3007,01-11-2024,Ahmednagar Merchants Co-operative Bank,24402,42507.52,1629
3008,01-11-2024,Airtel Payments Bank,289,0.24,493
3009,01-11-2024,Andhra Pradesh Grameen Vikas Bank,2766,3227.82,1304
3010,01-11-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12086,23652.28,1483
3011,01-11-2024,Andhra Pragathi Grameena Bank,5959,8037.15,1886
3012,01-11-2024,Arunachal Pradesh Rural Bank,236,448.34,37
3013,01-11-2024,Australia and New Zealand Banking Group,30008,1203910.14,57
3014,01-11-2024,Axis Bank,4098097,4306266.42,1369882
3015,01-11-2024,BNP Paribas,416883,5526786.65,423
3016,01-11-2024,Bandhan Bank,1039508,792097.5,102125
3017,01-11-2024,Bangiya Gramin Vikash Bank,633,137.91,159
3018,01-11-2024,"Bank of America, N.A.",898716,8180716.5,547
3019,01-11-2024,Bank of Bahrain and Kuwait B.S.C.,405,101.15,6301
3020,01-11-2024,Bank of Baroda,3437362,7631879.11,509388
3021,01-11-2024,Bank of India,2551861,6670735.95,479729
3022,01-11-2024,Bank of Maharashtra,1291609,2062819.2,158065
3023,01-11-2024,Barclays Bank PLC,102715,858036.82,1855
3024,01-11-2024,Baroda Gujarat Gramin Bank,2107,5497.86,3223
3025,01-11-2024,Baroda Rajasthan Kshetriya Gramin Bank,24320,37158.83,2440
3026,01-11-2024,Bassein Catholic Co-operative Bank,72184,62002.55,18972
3027,01-11-2024,Bhagini Nivedita Co-operative Bank,20,1.67,287
3028,01-11-2024,Bharat Co-operative Bank,56811,123419.16,3449
3029,01-11-2024,CSB Bank,91510,41628.93,52093
3030,01-11-2024,CTBC Bank Co.,1499,128390.94,159
3031,01-11-2024,Canara Bank,3807222,6467029.5,489858
3032,01-11-2024,Capital Small Finance Bank,11467,30854.85,754
3033,01-11-2024,Central Bank of India,10808389,2735795.89,232777
3034,01-11-2024,Chaitanya Godavari Grameena Bank,693,686.01,1469
3035,01-11-2024,Chhattisgarh Rajya Gramin Bank,4456,9963.29,1409
3036,01-11-2024,City Union Bank,723267,949779.87,90764
3037,01-11-2024,Cosmos Co-operative Bank,199009,306873.96,18093
3038,01-11-2024,Credit Agricole Corporate and Investment Bank,49269,231114.46,160
3039,01-11-2024,DBS Bank India,471466,3044358.3,53760
3040,01-11-2024,DCB Bank,153119,238267.1,20049
3041,01-11-2024,Deutsche Bank AG,3613439,92335376.28,19438
3042,01-11-2024,Dhanlaxmi Bank,116939,115414.63,20317
3043,01-11-2024,Doha Bank QPSC,9255,7680.1,12141
3044,01-11-2024,ESAF Small Finance Bank,92906,38274.58,3964
3045,01-11-2024,Emirates NBD Bank,451,737.27,202
3046,01-11-2024,Equitas Small Finance Bank,77756,105874.88,63782
3047,01-11-2024,Federal Bank,1627500,1670417.49,217356
3048,01-11-2024,Fino Payments Bank,7,0,3
3049,01-11-2024,GP Parsik Janata Co-operative Bank,35536,35894.71,3035
3050,01-11-2024,HDFC Bank,57476023,62761286.61,29814465
3051,01-11-2024,HSBC,10869773,43167116.35,201185
3052,01-11-2024,Himachal Pradesh Gramin Bank,355,16.29,314
3053,01-11-2024,ICICI Bank,93322140,407400792.6,3948199
3054,01-11-2024,IDBI Bank,2199184,6816914.18,495025
3055,01-11-2024,IDFC First Bank,3092518,9907272.27,529137
3056,01-11-2024,Indian Bank,2717652,3391535.73,391778
3057,01-11-2024,Indian Overseas Bank,7253959,2867307.21,345310
3058,01-11-2024,IndusInd Bank,3338853,4007145.24,451963
3059,01-11-2024,Industrial and Commercial Bank of China,792,12439.9,35
3060,01-11-2024,Industrial Bank of Korea,940,9289.16,78
3061,01-11-2024,JP Morgan Chase Bank,439673,12466138.46,787
3062,01-11-2024,Jana Small Finance Bank,13732,20554.16,6150
3063,01-11-2024,Janata Co-operative Bank Pune,68755,76584.57,6626
3064,01-11-2024,Jharkhand Rajya Gramin Bank,1292,243.6,480
3065,01-11-2024,KEB Hana Bank,1242,9853.88,227
3066,01-11-2024,Karnataka Bank,571698,592452.88,31109
3067,01-11-2024,Karnataka Grameena Bank,11619,23401.85,1817
3068,01-11-2024,Karnataka Vikas Grameena Bank,3110,2637.81,6104
3069,01-11-2024,Kerala Gramin Bank,19978,14043.42,4825
3070,01-11-2024,Kookmin Bank,367,2723.97,97
3071,01-11-2024,Kotak Mahindra Bank,12526171,39014503.39,1854959
3072,01-11-2024,MUFG Bank,138695,4010696.11,536
3073,01-11-2024,Madhyanchal Gramin Bank,20947,6451.72,32426
3074,01-11-2024,Maharashtra Gramin Bank,31372,47191.67,3708
3075,01-11-2024,Mahesh Co-operative Bank Pune,6764,9263.92,13763
3076,01-11-2024,Meghalaya Rural Bank,74,18.7,34
3077,01-11-2024,Mizoram Rural Bank,797,2325.66,94
3078,01-11-2024,Mizuho Bank,71754,1604044.92,385
3079,01-11-2024,NKGSB Co-operative Bank,31207,31498.2,5607
3080,01-11-2024,NSDL Payments Bank,7141,469155.01,22
3081,01-11-2024,Nainital Bank,1127,1023.59,334
3082,01-11-2024,New India Co-operative Bank,4964,3251.55,1669
3083,01-11-2024,North East Small Finance Bank,864,346.31,408
3084,01-11-2024,Nutan Nagarik Co-operative Bank,24060,80876.86,31466
3085,01-11-2024,Paytm Payments Bank,3,0,5
3086,01-11-2024,Prathama UP Gramin Bank,850,51.48,1400
3087,01-11-2024,Puduvai Bharathiar Grama Bank,53,1.91,85
3088,01-11-2024,Punjab and Sind Bank,414769,408241.28,27728
3089,01-11-2024,Punjab Gramin Bank,1382,11.32,1059
3090,01-11-2024,Punjab National Bank,5166880,16265991.54,607579
3091,01-11-2024,RBL Bank,574929,1445791.14,103340
3092,01-11-2024,Rajasthan Marudhara Gramin Bank,4374,11599.84,828
3093,01-11-2024,SBM Bank India,31987,62650.91,1833
3094,01-11-2024,SVC Co-operative Bank,126797,241925.89,35184
3095,01-11-2024,Saptagiri Grameena Bank,157,20.65,24
3096,01-11-2024,Saraswat Co-operative Bank,477461,784338.15,55651
3097,01-11-2024,Sarva Haryana Gramin Bank,256,149.01,178
3098,01-11-2024,Saurashtra Gramin Bank,2685,8936.76,409
3099,01-11-2024,Shinhan Bank,9647,78489.78,3792
3100,01-11-2024,Shivalik Small Finance Bank,16047,24431.82,1240
3101,01-11-2024,Societe Generale,489,1340.23,8
3102,01-11-2024,South Indian Bank,574069,776257.29,57707
3103,01-11-2024,Standard Chartered Bank,2833934,444073.77,198832
3104,01-11-2024,State Bank of India,113172784,194024446.5,41737379
3105,01-11-2024,Sumitomo Mitsui Banking Corporation,39014,558438.87,299
3106,01-11-2024,Suryoday Small Finance Bank,12712,14456.53,9372
3107,01-11-2024,TJSB Co-operative Bank,119964,145781.54,15543
3108,01-11-2024,Tamil Nadu Grama Bank,504,44.17,143
3109,01-11-2024,Tamil Nadu State Co-operative Bank,10111,59989.87,865
3110,01-11-2024,Tamilnad Mercantile Bank,521970,767162.43,43681
3111,01-11-2024,Telangana Grameena Bank,570,344.57,242
3112,01-11-2024,Thane Bharat Co-operative Bank,19331,16263.88,2782
3113,01-11-2024,Ahmedabad District Co-operative Bank,2209,4350.16,82
3114,01-11-2024,Ahmedabad Mercantile Co-operative Bank,8173,15379.67,1171
3115,01-11-2024,Akola Janata Commercial Co-operative Bank,1806,3565.88,287
3116,01-11-2024,Jammu and Kashmir Bank,505192,738772.13,138094
3117,01-11-2024,Kalupur Commercial Co-operative Bank,59176,191133.75,5748
3118,01-11-2024,Kalyan Janata Co-operative Bank,6235,7994.01,689
3119,01-11-2024,Karur Vysya Bank,938890,1812565.57,159558
3120,01-11-2024,Mehsana Urban Co-operative Bank,77873,201792.47,12623
3121,01-11-2024,Surat Peoples Co-operative Bank,13171,45921.36,672
3122,01-11-2024,Tripura Gramin Bank,140,6.26,109
3123,01-11-2024,UCO Bank,432225,615388.99,85368
3124,01-11-2024,Ujjivan Small Finance Bank,77302,212642.21,15147
3125,01-11-2024,Union Bank of India,3086756,6364236.12,413611
3126,01-11-2024,Utkal Grameen Bank,16862,5755.61,3628
3127,01-11-2024,Utkarsh Small Finance Bank,43585,36320.65,10757
3128,01-11-2024,Uttarakhand Gramin Bank,758,919.4,141
3129,01-11-2024,Woori Bank,3012,25363.92,414
3130,01-11-2024,Yes Bank,5391556,19164845.92,307737
3131,01-11-2024,Zoroastrian Co-operative Bank,873,464.36,1394
3132,01-12-2024,AU Small Finance Bank,1044633,2748432.55,69639
3133,01-12-2024,Abhyudaya Co-operative Bank,1,0.1,1
3134,01-12-2024,Ahmednagar Merchants Co-operative Bank,25421,44539.17,1613
3135,01-12-2024,Airtel Payments Bank,356,0.3,591
3136,01-12-2024,Andhra Pradesh Grameen Vikas Bank,3104,3427.56,1339
3137,01-12-2024,Andhra Pradesh Mahesh Co-operative Urban Bank,12363,23109.75,1533
3138,01-12-2024,Andhra Pragathi Grameena Bank,6923,8652.39,2056
3139,01-12-2024,Arunachal Pradesh Rural Bank,228,540.38,46
3140,01-12-2024,Australia and New Zealand Banking Group,31570,1306803.33,59
3141,01-12-2024,Axis Bank,4572322,5083488.69,1360750
3142,01-12-2024,BNP Paribas,415062,5818346.57,430
3143,01-12-2024,Bandhan Bank,1170353,969204.09,105813
3144,01-12-2024,Bangiya Gramin Vikash Bank,791,263.2,161
3145,01-12-2024,"Bank of America, N.A.",924704,9763661.6,546
3146,01-12-2024,Bank of Bahrain and Kuwait B.S.C.,389,97.32,6306
3147,01-12-2024,Bank of Baroda,4179502,9085267,503078
3148,01-12-2024,Bank of India,2885858,7575901.1,479785
3149,01-12-2024,Bank of Maharashtra,1573775,2409684.63,143406
3150,01-12-2024,Barclays Bank PLC,105771,837378.57,1860
3151,01-12-2024,Baroda Gujarat Gramin Bank,2691,6549.14,3265
3152,01-12-2024,Baroda Rajasthan Kshetriya Gramin Bank,25784,36710.47,2527
3153,01-12-2024,Bassein Catholic Co-operative Bank,80390,69753.92,20475
